symbol,name,reportDate,fiscalDateEnding,estimate,currency
SIETY,SIETY,2025-09-03,2025-06-30,,EUR
SIEVF,SIEVF,2025-09-03,2025-06-30,,USD
SIFY,Sify Technologies Ltd,2025-07-17,2025-06-30,,INR
SIG,Signet Jewelers Ltd,2025-08-28,2025-07-31,1.17,USD
SIGA,SIGA Technologies Inc,2025-07-31,2025-06-30,0,USD
SIGCY,SIGCY,2025-07-29,2025-06-30,,USD
SIGGF,SIGGF,2025-09-22,2025-07-31,,USD
SIGI,Selective Insurance Group Inc,2025-07-16,2025-06-30,1.5,USD
SIGIP,Selective Insurance Group Inc Depositary Shares each representing a 11000th interest in a share of 4.60 NonCumulative Preferred Stock Series B,2025-07-16,2025-06-30,,USD
SIGRF,SIGRF,2025-07-17,2025-06-30,,USD
SII,Sprott Inc,2025-08-06,2025-06-30,0.5293,USD
SIIXF,SIIXF,2025-08-07,2025-06-30,,USD
SILC,Silicom Ltd,2025-07-31,2025-06-30,-0.4,USD
SILDF,SILDF,2025-08-05,2025-06-30,,USD
SILEF,SILEF,2025-08-12,2025-06-30,,USD
SILO,SILO,2025-09-03,2025-06-30,0,USD
SILXF,SILXF,2025-08-27,2025-06-30,,USD
SILXY,SILXY,2025-08-27,2025-06-30,,USD
SIM,Grupo Simec S.A.B. de C.V.,2025-07-21,2025-06-30,,MXN
SIMEF,SIMEF,2025-08-20,2025-06-30,,USD
SIMO,Silicon Motion Technology Corp,2025-07-30,2025-06-30,0.54,USD
SING,SING,2025-08-27,2025-06-30,,USD
SINGF,SINGF,2025-07-28,2025-06-30,0.16,USD
SINT,SINTX Technologies Inc,2025-08-04,2025-06-30,,USD
SIOLF,SIOLF,2025-08-26,2025-06-30,,USD
SIOLY,SIOLY,2025-08-26,2025-06-30,,USD
SIREF,SIREF,2025-07-14,2025-06-30,,USD
SIRI,Sirius XM Holdings Inc,2025-07-30,2025-06-30,0.7453,USD
SISXF,SISXF,2025-08-06,2025-06-30,0.2,USD
SITC,SITE Centers Corp,2025-07-28,2025-06-30,-0.135,USD
SITC-PA,SITC-PA,2025-07-28,2025-06-30,,USD
SITE,SiteOne Landscape Supply Inc,2025-07-29,2025-06-30,2.99,USD
SITIF,SITIF,2025-08-21,2025-06-30,,USD
SITIY,SITIY,2025-08-19,2025-06-30,,USD
SITKF,SITKF,2025-08-27,2025-06-30,,USD
SITM,SiTime Corp,2025-08-06,2025-06-30,0.28,USD
SIUAF,SIUAF,2025-08-04,2025-06-30,,USD
SIXGF,SIXGF,2025-08-07,2025-06-30,,USD
SJ,Scienjoy Holding Corporation - Class A,2025-08-20,2025-06-30,0,USD
SJM,J.M. Smucker Company,2025-08-26,2025-07-31,1.88,USD
SJMHF,SJMHF,2025-08-26,2025-06-30,0.01,USD
SJMHY,SJMHY,2025-08-25,2025-06-30,,USD
SJRNF,SJRNF,2025-08-28,2025-06-30,,USD
SJW,SJW,2025-07-22,2025-06-30,,USD
SKBSY,SKBSY,2025-07-18,2025-06-30,,USD
SKCBY,SKCBY,2025-07-24,2025-06-30,,JPY
SKE,Skeena Resources Ltd,2025-08-07,2025-06-30,-0.05,USD
SKFOF,SKFOF,2025-07-28,2025-06-30,,USD
SKFRY,SKFRY,2025-07-18,2025-06-30,0.4,SEK
SKHCF,SKHCF,2025-08-21,2025-06-30,,USD
SKHHY,SKHHY,2025-08-20,2025-06-30,,USD
SKHRF,SKHRF,2025-08-28,2025-06-30,,USD
SKHSF,SKHSF,2025-09-04,2025-07-31,79.56,USD
SKHSY,SKHSY,2025-09-02,2025-07-31,0.7508,USD
SKIN,Beauty Health Company (The) - Class A,2025-08-12,2025-06-30,-0.0563,USD
SKKAF,SKKAF,2025-08-07,2025-06-30,,JPY
SKKRF,SKKRF,2025-08-22,2025-07-31,,USD
SKLTF,SKLTF,2025-08-19,2025-06-30,,USD
SKLTY,SKLTY,2025-08-11,2025-06-30,,USD
SKLUY,SKLUY,2025-08-13,2025-06-30,,USD
SKLYF,SKLYF,2025-08-14,2025-06-30,17.31,USD
SKM,SK Telecom Co Ltd,2025-08-12,2025-06-30,0.5485,USD
SKPJF,SKPJF,2025-08-06,2025-06-30,,USD
SKPJY,SKPJY,2025-08-05,2025-06-30,,USD
SKSBF,SKSBF,2025-07-18,2025-06-30,3.33,USD
SKSUF,SKSUF,2025-07-31,2025-06-30,29.8,JPY
SKSUY,SKSUY,2025-07-29,2025-06-30,,JPY
SKT,Tanger Factory Outlet Centers Inc,2025-08-04,2025-06-30,0.2262,USD
SKUFF,SKUFF,2025-07-18,2025-06-30,4.24,USD
SKURF,SKURF,2025-07-28,2025-06-30,,USD
SKWD,Skyward Specialty Insurance Group Inc,2025-08-12,2025-06-30,0.62,USD
SKX,Skechers U S A Inc - Class A,2025-07-23,2025-06-30,0.833,USD
SKXJF,SKXJF,2025-08-07,2025-06-30,,USD
SKY,Skyline Champion Corp,2025-08-04,2025-06-30,0.8183,USD
SKYH,Sky Harbour Group Corporation - Class A,2025-08-19,2025-06-30,-0.1367,USD
SKYT,SkyWater Technology Inc,2025-08-12,2025-06-30,-0.182,USD
SKYW,Skywest Inc,2025-07-23,2025-06-30,2.36,USD
SKYX,SKYX Platforms Corp,2025-08-07,2025-06-30,-0.0775,USD
SKYZF,SKYZF,2025-08-21,2025-06-30,,USD
SLAAF,SLAAF,2025-07-17,2025-06-30,,USD
SLAB,Silicon Laboratories Inc,2025-07-22,2025-06-30,0.032,USD
SLAHF,SLAHF,2025-08-05,2025-06-30,,USD
SLB,SLB,2025-07-18,2025-06-30,0.74,USD
SLBK,SLBK,2025-07-28,2025-06-30,,USD
SLDP,Solid Power Inc - Class A,2025-08-12,2025-06-30,-0.14,USD
SLE,Super League Enterprise Inc,2025-08-19,2025-06-30,-7.8,USD
SLF,Sun Life Financial Inc,2025-08-07,2025-06-30,1.8,CAD
SLFIF,SLFIF,2025-08-07,2025-06-30,,USD
SLFPF,SLFPF,2025-07-30,2025-06-30,,USD
SLFPY,SLFPY,2025-07-30,2025-06-30,,USD
SLFQF,SLFQF,2025-08-07,2025-06-30,,USD
SLG,SL Green Realty Corp,2025-07-15,2025-06-30,-0.2058,USD
SLG-PI,SLG-PI,2025-07-15,2025-06-30,,USD
SLGL,Sol-Gel Technologies Ltd,2025-08-07,2025-06-30,-0.67,USD
SLGN,Silgan Holdings Inc,2025-07-30,2025-06-30,1.03,USD
SLLDY,SLLDY,2025-09-03,2025-06-30,,USD
SLM,SLM Corp,2025-07-22,2025-06-30,0.5225,USD
SLMAF,SLMAF,2025-09-04,2025-06-30,,USD
SLMBP,SLM Corp,2025-07-22,2025-06-30,,USD
SLMFF,SLMFF,2025-08-28,2025-05-31,,USD
SLMLF,SLMLF,2025-08-28,2025-06-30,,USD
SLMXF,SLMXF,2025-09-25,2025-07-31,,USD
SLMZF,SLMZF,2025-09-29,2025-07-31,,USD
SLN,Silence Therapeutics Plc,2025-08-14,2025-06-30,-0.1323,USD
SLNFF,SLNFF,2025-09-11,2025-07-31,,USD
SLNG,Stabilis Solutions Inc,2025-08-06,2025-06-30,0.0321,USD
SLNO,Soleno Therapeutics Inc,2025-08-06,2025-06-30,-0.8056,USD
SLOFF,SLOFF,2025-07-14,2025-06-30,3.76,NOK
SLOIY,SLOIY,2025-07-23,2025-06-30,,EUR
SLQT,SelectQuote Inc,2025-09-10,2025-06-30,-0.1525,USD
SLRC,SLR Investment Corp,2025-08-05,2025-06-30,0.4055,USD
SLRK,SLRK,2025-07-21,2025-06-30,,USD
SLROF,SLROF,2025-09-24,2025-06-30,,USD
SLRRF,SLRRF,2025-08-21,2025-06-30,,USD
SLS,SELLAS Life Sciences Group Inc,2025-08-07,2025-06-30,-0.08,USD
SLTCY,SLTCY,2025-07-29,2025-06-30,,USD
SLTFF,SLTFF,2025-09-25,2025-08-31,,USD
SLTTF,SLTTF,2025-08-07,2025-06-30,,USD
SLUNF,SLUNF,2025-09-17,2025-06-30,,USD
SLVM,Sylvamo Corp,2025-08-08,2025-06-30,0.48,USD
SLVMF,SLVMF,2025-07-29,2025-06-30,,USD
SLVRF,SLVRF,2025-08-20,2025-06-30,,USD
SLVTF,SLVTF,2025-07-14,2025-06-30,,CAD
SLXN,Silexion Therapeutics Corp,2025-08-07,2025-06-30,-0.21,USD
SLXXF,SLXXF,2025-08-28,2025-06-30,,USD
SM,SM Energy Company,2025-07-30,2025-06-30,1.28,USD
SMA,Smartstop Self Storage REIT Inc,2025-08-06,2025-06-30,0.01,USD
SMAGF,SMAGF,2025-08-28,2025-06-30,,USD
SMAWF,SMAWF,2025-08-07,2025-06-30,2.41,EUR
SMAYF,SMAYF,2025-09-24,2025-06-30,,USD
SMBC,Southern Missouri Bancorp Inc,2025-07-21,2025-06-30,1.25,USD
SMBK,SmartFinancial Inc,2025-07-21,2025-06-30,0.64,USD
SMBMF,SMBMF,2025-07-31,2025-06-30,,USD
SMBMY,SMBMY,2025-07-30,2025-06-30,,USD
SMCAY,SMCAY,2025-08-08,2025-06-30,0.22,JPY
SMCDF,SMCDF,2025-09-24,2025-06-30,,USD
SMCI,Super Micro Computer Inc,2025-08-12,2025-06-30,0.4458,USD
SMDPY,SMDPY,2025-07-29,2025-06-30,,JPY
SMDRF,SMDRF,2025-08-20,2025-06-30,0.04,USD
SMDZF,SMDZF,2025-08-28,2025-06-30,,USD
SMEBF,SMEBF,2025-08-27,2025-06-30,0.07,USD
SMECF,SMECF,2025-08-08,2025-06-30,608.61,JPY
SMEGF,SMEGF,2025-08-06,2025-06-30,0.3,USD
SMFG,Sumitomo Mitsui Financial Group Inc,2025-07-31,2025-06-30,0.2894,USD
SMFNF,SMFNF,2025-07-31,2025-06-30,80.48,USD
SMFRF,SMFRF,2025-08-07,2025-06-30,46.93,USD
SMG,Scotts Miracle-Gro Company - Class A,2025-07-30,2025-06-30,2.25,USD
SMGBF,SMGBF,2025-08-11,2025-06-30,,USD
SMGKF,SMGKF,2025-09-23,2025-07-31,,USD
SMGRF,SMGRF,2025-08-22,2025-06-30,,USD
SMGZY,SMGZY,2025-09-23,2025-07-31,,USD
SMHGF,SMHGF,2025-08-21,2025-06-30,,USD
SMHI,SEACOR Marine Holdings Inc,2025-07-29,2025-06-30,-0.19,USD
SMID,Smith-Midland Corp,2025-08-12,2025-06-30,,USD
SMIZF,SMIZF,2025-07-30,2025-06-30,0.15,USD
SMLKF,SMLKF,2025-09-29,2025-07-31,,USD
SMLR,Semler Scientific Inc,2025-08-11,2025-06-30,0,USD
SMMNY,SMMNY,2025-07-30,2025-06-30,0.32,EUR
SMMT,Summit Therapeutics Inc,2025-08-06,2025-06-30,-0.0931,USD
SMMYY,SMMYY,2025-08-07,2025-06-30,,USD
SMNNY,SMNNY,2025-07-28,2025-06-30,,JPY
SMNOF,SMNOF,2025-07-29,2025-06-30,,USD
SMNUF,SMNUF,2025-07-30,2025-06-30,,USD
SMOFF,SMOFF,2025-08-28,2025-06-30,,USD
SMORF,SMORF,2025-08-19,2025-06-30,,USD
SMP,Standard Motor Products Inc,2025-07-30,2025-06-30,0.95,USD
SMPEF,SMPEF,2025-09-25,2025-07-31,,USD
SMPNY,SMPNY,2025-08-07,2025-06-30,,JPY
SMR,NuScale Power Corporation - Class A,2025-08-07,2025-06-30,-0.1117,USD
SMREF,SMREF,2025-07-29,2025-05-31,,USD
SMRT,SmartRent Inc - Class A,2025-08-06,2025-06-30,-0.035,USD
SMRVF,SMRVF,2025-08-14,2025-06-30,,USD
SMSMY,SMSMY,2025-08-20,2025-06-30,,USD
SMSOF,SMSOF,2025-08-13,2025-06-30,0.05,USD
SMSSY,SMSSY,2025-07-24,2025-06-30,,JPY
SMSZF,SMSZF,2025-07-29,2025-06-30,29.69,JPY
SMTC,Semtech Corp,2025-08-27,2025-07-31,0.3892,USD
SMTEF,SMTEF,2025-08-15,2025-06-30,,USD
SMTGF,SMTGF,2025-08-07,2025-06-30,-0.33,USD
SMTI,Sanara MedTech Inc,2025-08-18,2025-06-30,-0.485,USD
SMTLF,SMTLF,2025-08-21,2025-06-30,,USD
SMTOF,SMTOF,2025-07-31,2025-06-30,31.92,JPY
SMTOY,SMTOY,2025-07-30,2025-06-30,0.2783,JPY
SMTSF,SMTSF,2025-08-07,2025-06-30,0,USD
SMTUF,SMTUF,2025-08-07,2025-06-30,42.96,USD
SMUPF,SMUPF,2025-08-19,2025-06-30,,USD
SMWB,Similarweb Ltd,2025-08-12,2025-06-30,-0.01,USD
SN,SharkNinja Inc,2025-08-07,2025-06-30,0.79,USD
SNA,Snap-on Inc,2025-07-16,2025-06-30,4.63,USD
SNAL,Snail Inc - Class A,2025-08-19,2025-06-30,0.02,USD
SNAP,Snap Inc - Class A,2025-08-05,2025-06-30,0.01,USD
SNBIF,SNBIF,2025-09-17,2025-07-31,,USD
SNBR,Sleep Number Corp,2025-07-29,2025-06-30,-0.0898,USD
SNCAF,SNCAF,2025-08-07,2025-06-30,0.73,USD
SNCY,Sun Country Airlines Holdings Inc,2025-07-31,2025-06-30,0.11,USD
SND,Smart Sand Inc,2025-08-12,2025-06-30,-0.03,USD
SNDA,Sonida Senior Living Inc,2025-08-07,2025-06-30,-0.63,USD
SNDFY,SNDFY,2025-08-28,2025-06-30,,USD
SNDK,Sandisk Corp,2025-08-25,2025-06-30,0.03,USD
SNDL,SNDL Inc,2025-08-13,2025-06-30,-0.0554,USD
SNDR,Schneider National Inc - Class B,2025-07-31,2025-06-30,0.2,USD
SNDVF,SNDVF,2025-08-27,2025-06-30,,USD
SNDX,Syndax Pharmaceuticals Inc,2025-08-11,2025-06-30,-0.9987,USD
SNEGF,SNEGF,2025-09-17,2025-06-30,,USD
SNEJF,SNEJF,2025-08-07,2025-06-30,32.12,JPY
SNEX,StoneX Group Inc,2025-08-07,2025-06-30,1.41,USD
SNIPF,SNIPF,2025-08-27,2025-06-30,,USD
SNIRF,SNIRF,2025-08-04,2025-06-30,,USD
SNKCF,SNKCF,2025-08-07,2025-06-30,,USD
SNLAF,SNLAF,2025-08-26,2025-06-30,,USD
SNLAY,SNLAY,2025-08-26,2025-06-30,,USD
SNLGF,SNLGF,2025-08-28,2025-06-30,,USD
SNMCY,SNMCY,2025-08-13,2025-06-30,,USD
SNMSF,SNMSF,2025-07-31,2025-06-30,0.13,USD
SNMYF,SNMYF,2025-08-13,2025-06-30,,USD
SNN,Smith & Nephew plc,2025-08-05,2025-06-30,1.03,USD
SNNAD,SNNAD,2025-08-08,2025-06-30,,USD
SNNGF,SNNGF,2025-08-27,2025-06-30,,USD
SNNRF,SNNRF,2025-08-21,2025-06-30,,USD
SNNSF,SNNSF,2025-08-26,2025-06-30,,AUD
SNNUF,SNNUF,2025-08-05,2025-06-30,,USD
SNOA,Sonoma Pharmaceuticals Inc,2025-08-06,2025-06-30,,USD
SNOTF,SNOTF,2025-08-27,2025-06-30,,USD
SNOW,Snowflake Inc - Class A,2025-08-20,2025-07-31,0.27,USD
SNOXF,SNOXF,2025-09-08,2025-06-30,,USD
SNPHF,SNPHF,2025-08-07,2025-06-30,23.68,USD
SNPHY,SNPHY,2025-08-04,2025-06-30,,USD
SNPMF,SNPMF,2025-08-21,2025-06-30,0.06,USD
SNPS,Synopsys Inc,2025-08-20,2025-07-31,3.85,USD
SNPTF,SNPTF,2025-08-20,2025-06-30,,USD
SNRBY,SNRBY,2025-08-21,2025-06-30,,USD
SNRE,Sunrise Communications AG,2025-08-21,2025-06-30,,USD
SNROF,SNROF,2025-08-08,2025-06-30,,JPY
SNSE,Sensei Biotherapeutics Inc,2025-07-31,2025-06-30,-0.24,USD
SNT,Senstar Technologies Corp,2025-08-26,2025-06-30,,USD
SNTMF,SNTMF,2025-08-26,2025-06-30,,USD
SNTW,SNTW,2025-08-18,2025-06-30,,USD
SNV,Synovus Financial Corp,2025-07-16,2025-06-30,1.25,USD
SNV-PD,SNV-PD,2025-07-15,2025-06-30,,USD
SNV-PE,SNV-PE,2025-07-15,2025-06-30,,USD
SNVFF,SNVFF,2025-08-19,2025-06-30,,USD
SNVVF,SNVVF,2025-08-06,2025-06-30,0.12,USD
SNWGF,SNWGF,2025-08-28,2025-06-30,-0.07,USD
SNX,TD Synnex Corp,2025-09-30,2025-08-31,3.02,USD
SNY,Sanofi,2025-07-23,2025-06-30,0.9348,EUR
SNYNF,SNYNF,2025-07-31,2025-06-30,1.62,EUR
SO,Southern Company,2025-07-30,2025-06-30,1.08,USD
SOAGY,SOAGY,2025-07-22,2025-06-30,,USD
SOAR,Volato Group Inc - Class A,2025-08-14,2025-06-30,,USD
SOBKY,SOBKY,2025-08-05,2025-06-30,,USD
SOC,Flame Acquisition Corp,2025-08-13,2025-06-30,-0.62,USD
SOCLF,SOCLF,2025-09-17,2025-06-30,,USD
SOCNF,SOCNF,2025-07-31,2025-06-30,,USD
SOFI,SoFi Technologies Inc,2025-07-28,2025-06-30,0.0599,USD
SOHGF,SOHGF,2025-08-05,2025-06-30,,USD
SOHGY,SOHGY,2025-08-04,2025-06-30,,USD
SOHO,Sotherly Hotels Inc,2025-08-07,2025-06-30,0,USD
SOHOF,SOHOF,2025-08-20,2025-06-30,,USD
SOHU,Sohu.com Ltd,2025-08-04,2025-06-30,,USD
SOHVY,SOHVY,2025-08-05,2025-06-30,,USD
SOIEF,SOIEF,2025-10-02,2025-08-31,1.18,USD
SOL,Emeren Group Ltd,2025-08-28,2025-06-30,-0.005,USD
SOLCF,SOLCF,2025-07-30,2025-05-31,,CAD
SOLLY,SOLLY,2025-08-28,2025-06-30,,USD
SOLTF,SOLTF,2025-08-08,2025-06-30,17.83,USD
SOLV,Solventum Corp,2025-08-07,2025-06-30,1.68,USD
SOMC,SOMC,2025-07-23,2025-06-30,,USD
SOMLF,SOMLF,2025-08-08,2025-06-30,,USD
SOMLY,SOMLY,2025-08-07,2025-06-30,,USD
SOMMF,SOMMF,2025-07-31,2025-06-30,,JPY
SOMMY,SOMMY,2025-07-31,2025-06-30,,JPY
SOMNF,SOMNF,2025-07-21,2025-06-30,,USD
SON,Sonoco Products Company,2025-07-29,2025-06-30,1.49,USD
SONO,Sonos Inc,2025-08-06,2025-06-30,0.12,USD
SONY,Sony Group Corporation,2025-08-07,2025-06-30,0.2532,JPY
SOPH,SOPHiA Genetics SA,2025-08-04,2025-06-30,-0.22,USD
SOR,Source Capital Inc,2025-09-04,2025-06-30,,USD
SOS,SOS Ltd,2025-09-25,2025-06-30,,USD
SOTDF,SOTDF,2025-08-13,2025-06-30,0.65,USD
SOTGY,SOTGY,2025-08-18,2025-06-30,,USD
SOUHY,SOUHY,2025-08-28,2025-06-30,0.4055,USD
SOUN,SoundHound AI Inc - Class A,2025-08-07,2025-06-30,-0.0886,USD
SOUTF,SOUTF,2025-08-19,2025-06-30,,USD
SOWG,SOWG,2025-08-13,2025-06-30,-0.13,USD
SPAUF,SPAUF,2025-09-05,2025-06-30,,USD
SPB,Spectrum Brands Holdings Inc,2025-08-08,2025-06-30,1.42,USD
SPCB,SuperCom Ltd,2025-08-12,2025-06-30,-0.105,USD
SPCNF,SPCNF,2025-07-24,2025-05-31,,USD
SPEYF,SPEYF,2025-07-28,2025-05-31,,USD
SPFI,South Plains Financial Inc,2025-07-16,2025-06-30,0.7825,USD
SPG,Simon Property Group Inc,2025-08-04,2025-06-30,1.54,USD
SPG-PJ,SPG-PJ,2025-08-04,2025-06-30,,USD
SPGI,S&P Global Inc,2025-07-31,2025-06-30,4.14,USD
SPGYF,SPGYF,2025-07-23,2025-06-30,0.16,USD
SPH,Suburban Propane Partners LP,2025-08-07,2025-06-30,-0.19,USD
SPHDF,SPHDF,2025-09-10,2025-06-30,,USD
SPHR,Sphere Entertainment Co - Class A,2025-08-07,2025-06-30,-1.51,USD
SPHRF,SPHRF,2025-08-20,2025-06-30,,USD
SPHRY,SPHRY,2025-08-20,2025-06-30,,USD
SPHXF,SPHXF,2025-08-04,2025-06-30,,USD
SPIWF,SPIWF,2025-07-31,2025-06-30,,USD
SPIZF,SPIZF,2025-08-12,2025-06-30,3.44,USD
SPKKY,SPKKY,2025-08-20,2025-06-30,,USD
SPKTF,SPKTF,2025-07-29,2025-06-30,,USD
SPMA,SPMA,2025-08-15,2025-06-30,,USD
SPMC,Sound Point Meridian Capital Inc,2025-08-15,2025-06-30,,USD
SPMEF,SPMEF,2025-07-14,2025-06-30,,USD
SPMXF,SPMXF,2025-08-26,2025-06-30,,USD
SPMYY,SPMYY,2025-08-06,2025-06-30,,USD
SPNRF,SPNRF,2025-08-27,2025-06-30,,USD
SPNS,Sapiens International Corp NV,2025-07-30,2025-06-30,0.332,USD
SPNT,SiriusPoint Ltd,2025-07-31,2025-06-30,0.6006,USD
SPNUF,SPNUF,2025-08-06,2025-06-30,,USD
SPOFF,SPOFF,2025-08-07,2025-06-30,,USD
SPOK,Spok Holdings Inc,2025-07-22,2025-06-30,0.2,USD
SPOT,Spotify Technology S.A.,2025-07-29,2025-06-30,2.04,USD
SPPCF,SPPCF,2025-09-18,2025-06-30,,USD
SPPJY,SPPJY,2025-08-07,2025-06-30,0.0615,USD
SPPSY,SPPSY,2025-07-25,2025-06-30,,USD
SPR,Spirit Aerosystems Holdings Inc - Class A,2025-08-04,2025-06-30,-0.601,USD
SPRB,SPRB,2025-08-06,2025-06-30,-0.22,USD
SPRO,Spero Therapeutics Inc,2025-08-07,2025-06-30,-0.57,USD
SPRQF,SPRQF,2025-08-27,2025-06-30,,USD
SPRS,SPRS,2025-07-14,2025-05-31,,USD
SPRY,ARS Pharmaceuticals Inc,2025-08-06,2025-06-30,-0.4554,USD
SPSAF,SPSAF,2025-07-25,2025-06-30,,USD
SPSC,SPS Commerce Inc,2025-07-23,2025-06-30,0.9076,USD
SPT,Sprout Social Inc Class A,2025-08-06,2025-06-30,0.1515,USD
SPTJF,SPTJF,2025-08-20,2025-06-30,0.03,USD
SPTN,SpartanNash Company,2025-08-13,2025-06-30,0.498,USD
SPWH,Sportsman`s Warehouse Holdings Inc,2025-09-03,2025-07-31,-0.092,USD
SPWR,Complete Solaria Inc,2025-08-12,2025-06-30,,USD
SPXC,SPX Technologies Inc,2025-07-30,2025-06-30,1.45,USD
SPXCF,SPXCF,2025-08-08,2025-06-30,,USD
SPXCY,SPXCY,2025-08-05,2025-06-30,,USD
SPXSF,SPXSF,2025-08-12,2025-06-30,,USD
SPXSY,SPXSY,2025-08-12,2025-06-30,,USD
SPXXF,SPXXF,2025-08-07,2025-06-30,3.61,USD
SQFT,Presidio Property Trust Inc - Class A,2025-08-06,2025-06-30,0,USD
SQM,Sociedad Quimica Y Minera de Chile S.A.,2025-08-20,2025-06-30,0.6078,USD
SQNNY,SQNNY,2025-08-07,2025-06-30,,JPY
SQNS,Sequans Communications S.A,2025-08-21,2025-06-30,,USD
SQNXF,SQNXF,2025-08-08,2025-06-30,63.12,JPY
SQZB,SQZB,2025-08-08,2025-06-30,0,USD
SQZZF,SQZZF,2025-08-05,2025-06-30,,USD
SR,Spire Inc,2025-07-31,2025-06-30,-0.1432,USD
SR-PA,SR-PA,2025-07-29,2025-06-30,,USD
SRAD,Sportradar Group AG - Class A,2025-08-13,2025-06-30,0.039,USD
SRAIF,SRAIF,2025-08-27,2025-06-30,,USD
SRAX,SRAX Inc - Class A,2025-08-18,2025-06-30,0,USD
SRBCF,SRBCF,2025-07-14,2025-04-30,,USD
SRBEF,SRBEF,2025-07-30,2025-06-30,,USD
SRBIF,SRBIF,2025-08-28,2025-06-30,,USD
SRBZF,SRBZF,2025-08-19,2025-06-30,,USD
SRCAF,SRCAF,2025-08-21,2025-06-30,,USD
SRCE,1st Source Corp,2025-07-24,2025-06-30,1.47,USD
SRCGF,SRCGF,2025-08-21,2025-07-31,,USD
SRCL,SRCL,2025-07-23,2025-06-30,,USD
SRCRF,SRCRF,2025-08-27,2025-06-30,,USD
SRDX,Surmodics Inc,2025-07-29,2025-06-30,-0.1933,USD
SRE,Sempra,2025-07-31,2025-06-30,0.9416,USD
SREMF,SREMF,2025-08-27,2025-06-30,,USD
SRFM,Surf Air Mobility Inc,2025-08-14,2025-06-30,-1,USD
SRG,Seritage Growth Properties - Class A,2025-08-14,2025-06-30,,USD
SRG-PA,SRG-PA,2025-08-12,2025-06-30,,USD
SRGBF,SRGBF,2025-08-07,2025-06-30,19.76,USD
SRGGF,SRGGF,2025-08-18,2025-06-30,,USD
SRGHY,SRGHY,2025-09-02,2025-06-30,,USD
SRGMF,SRGMF,2025-08-22,2025-06-30,,USD
SRGXF,SRGXF,2025-07-28,2025-06-30,,CAD
SRHBF,SRHBF,2025-08-15,2025-06-30,,USD
SRHGF,SRHGF,2025-09-02,2025-06-30,,USD
SRI,Stoneridge Inc,2025-07-29,2025-06-30,-0.13,USD
SRMGF,SRMGF,2025-08-07,2025-06-30,4.71,USD
SRMMF,SRMMF,2025-08-14,2025-06-30,,USD
SRNE,SRNE,2025-08-19,2025-06-30,0,USD
SROYF,SROYF,2025-08-19,2025-06-30,0.01,USD
SRPT,Sarepta Therapeutics Inc,2025-07-30,2025-06-30,0.6756,USD
SRQRF,SRQRF,2025-08-28,2025-06-30,,USD
SRRK,Scholar Rock Holding Corp,2025-08-06,2025-06-30,-0.6783,USD
SRRRF,SRRRF,2025-09-03,2025-06-30,,USD
SRRTF,SRRTF,2025-08-06,2025-06-30,,USD
SRSSF,SRSSF,2025-07-22,2025-06-30,,USD
SRTS,Sensus Healthcare Inc,2025-07-31,2025-06-30,0.01,USD
SRTSF,SRTSF,2025-09-09,2025-06-30,,USD
SRTTY,SRTTY,2025-08-07,2025-06-30,,JPY
SRUUF,SRUUF,2025-08-14,2025-06-30,,USD
SRXH,Better Choice Company Inc,2025-08-11,2025-06-30,,USD
SRXXF,SRXXF,2025-07-29,2025-06-30,,USD
SSAAF,SSAAF,2025-07-23,2025-06-30,1.95,USD
SSAAY,SSAAY,2025-07-23,2025-06-30,0.1079,USD
SSB,SouthState Corporation,2025-07-22,2025-06-30,1.85,USD
SSBI,Summit State Bank,2025-07-29,2025-06-30,,USD
SSBK,Southern States Bancshares Inc,2025-07-21,2025-06-30,0.99,USD
SSD,Simpson Manufacturing Co. Inc,2025-07-28,2025-06-30,2.28,USD
SSDOF,SSDOF,2025-08-06,2025-06-30,14.27,USD
SSDOY,SSDOY,2025-08-06,2025-06-30,0.0427,USD
SSEBF,SSEBF,2025-10-02,2025-07-31,,USD
SSEZY,SSEZY,2025-07-18,2025-06-30,,GBP
SSHLF,SSHLF,2025-08-25,2025-06-30,,USD
SSHLY,SSHLY,2025-08-25,2025-06-30,,USD
SSHPF,SSHPF,2025-08-28,2025-06-30,,USD
SSL,Sasol Ltd,2025-08-18,2025-06-30,,USD
SSLLF,SSLLF,2025-07-29,2025-06-30,-0.69,USD
SSLZY,SSLZY,2025-08-20,2025-06-30,,USD
SSMFF,SSMFF,2025-08-26,2025-06-30,,USD
SSMXF,SSMXF,2025-08-06,2025-06-30,18.28,USD
SSMXY,SSMXY,2025-08-04,2025-06-30,0.1175,USD
SSNC,SS&C Technologies Holdings Inc,2025-07-23,2025-06-30,1.39,USD
SSNLF,SSNLF,2025-07-30,2025-06-30,764.87,KRW
SSP,E.W. Scripps Co. - Class A,2025-08-01,2025-06-30,-0.232,USD
SSREF,SSREF,2025-08-14,2025-06-30,3.65,USD
SSREY,SSREY,2025-08-14,2025-06-30,0.9716,USD
SSRM,SSR Mining Inc,2025-07-30,2025-06-30,0.2308,USD
SSSAF,SSSAF,2025-08-14,2025-06-30,,USD
SSSGY,SSSGY,2025-07-22,2025-06-30,,USD
SSSS,SuRo Capital Corp,2025-08-06,2025-06-30,-0.1716,USD
SST,System1 Inc - Class A,2025-08-07,2025-06-30,-0.29,USD
SSTI,SoundThinking Inc,2025-08-12,2025-06-30,-0.05,USD
