symbol,name,reportDate,fiscalDateEnding,estimate,currency
LNDZF,LNDZF,2025-07-14,2025-06-30,,USD
LNG,Cheniere Energy Inc,2025-07-31,2025-06-30,2.55,USD
LNGNF,LNGNF,2025-07-14,2025-06-30,,USD
LNGPF,LNGPF,2025-08-22,2025-06-30,,USD
LNKB,Linkbancorp Inc,2025-07-28,2025-06-30,0.21,USD
LNNGF,LNNGF,2025-08-15,2025-06-30,,USD
LNNGY,LNNGY,2025-08-13,2025-06-30,,USD
LNNTF,LNNTF,2025-08-28,2025-06-30,,USD
LNSR,LENSAR Inc,2025-08-06,2025-06-30,-0.0747,USD
LNSTY,LNSTY,2025-07-31,2025-06-30,0.6432,USD
LNT,Alliant Energy Corp,2025-07-30,2025-06-30,0.6325,USD
LNTH,Lantheus Holdings Inc,2025-07-31,2025-06-30,1.69,USD
LNTQF,LNTQF,2025-07-23,2025-06-30,,USD
LNVGF,LNVGF,2025-08-14,2025-06-30,0.02,USD
LNVGY,LNVGY,2025-08-13,2025-06-30,0.4548,USD
LNW,Light & Wonder Inc,2025-08-06,2025-06-30,1.39,USD
LNXSF,LNXSF,2025-08-14,2025-06-30,-0.14,USD
LNZNF,LNZNF,2025-08-07,2025-06-30,,USD
LOAN,Manhattan Bridge Capital Inc,2025-07-21,2025-06-30,0.12,USD
LOB,Live Oak Bancshares Inc,2025-07-22,2025-06-30,0.56,USD
LOCO,El Pollo Loco Holdings Inc,2025-07-31,2025-06-30,0.24,USD
LODE,Comstock Inc,2025-08-06,2025-06-30,,USD
LODFF,LODFF,2025-08-28,2025-06-30,,USD
LOECF,LOECF,2025-08-20,2025-06-30,,USD
LOGI,Logitech International S.A.,2025-07-21,2025-06-30,0.9849,USD
LOGN,LOGN,2025-07-15,2025-06-30,,USD
LOIMF,LOIMF,2025-07-25,2025-06-30,7.6,USD
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,2025-08-06,2025-06-30,0.1555,USD
LOMLF,LOMLF,2025-10-01,2025-09-30,0.03,USD
LONCF,LONCF,2025-08-13,2025-06-30,,USD
LONKF,LONKF,2025-08-27,2025-06-30,,USD
LOOP,Loop Industries Inc,2025-07-14,2025-05-31,-0.0603,USD
LOOP,Loop Industries Inc,2025-10-08,2025-08-31,-0.0583,USD
LOPE,Grand Canyon Education Inc,2025-07-31,2025-06-30,1.38,USD
LOQPF,LOQPF,2025-09-24,2025-06-30,,USD
LOTBY,LOTBY,2025-08-08,2025-06-30,,USD
LOVE,Lovesac Company,2025-09-10,2025-07-31,-0.27,USD
LOVFF,LOVFF,2025-07-22,2025-05-31,,CAD
LOW,Lowe`s Cos. Inc,2025-08-20,2025-07-31,4.26,USD
LOWLF,LOWLF,2025-07-14,2025-06-30,,USD
LPA,Logistic Properties of the Americas,2025-08-13,2025-06-30,,USD
LPDNF,LPDNF,2025-09-22,2025-06-30,,USD
LPG,Dorian LPG Ltd,2025-07-30,2025-06-30,0.7382,USD
LPHHF,LPHHF,2025-08-27,2025-06-30,,USD
LPKFF,LPKFF,2025-07-24,2025-06-30,,USD
LPKGF,LPKGF,2025-08-08,2025-06-30,,USD
LPL,LG Display Co Ltd,2025-07-23,2025-06-30,-0.1192,KRW
LPLA,LPL Financial Holdings Inc,2025-07-23,2025-06-30,4.41,USD
LPMDF,LPMDF,2025-07-28,2025-06-30,,USD
LPRO,Open Lending Corp,2025-08-12,2025-06-30,-0.0063,USD
LPSIF,LPSIF,2025-08-22,2025-06-30,,USD
LPSN,Liveperson Inc,2025-08-12,2025-06-30,-0.1925,USD
LPTH,Lightpath Technologies Inc - Class A,2025-09-11,2025-06-30,-0.03,USD
LPTV,LPTV,2025-08-06,2025-06-30,-0.05,USD
LPX,Louisiana-Pacific Corp,2025-07-30,2025-06-30,1.14,USD
LQDA,Liquidia Corp,2025-08-07,2025-06-30,-0.4248,USD
LQDT,Liquidity Services Inc,2025-07-31,2025-06-30,0.33,USD
LQMT,LQMT,2025-08-11,2025-06-30,,USD
LQRCF,LQRCF,2025-08-28,2025-06-30,,USD
LQWDF,LQWDF,2025-07-25,2025-05-31,,USD
LRAXF,LRAXF,2025-08-28,2025-06-30,,USD
LRCDF,LRCDF,2025-08-29,2025-07-31,0.73,USD
LRCX,Lam Research Corp,2025-07-30,2025-06-30,1.19,USD
LRDJF,LRDJF,2025-08-28,2025-06-30,,USD
LRFC,Logan Ridge Finance Corporation,2025-08-12,2025-06-30,0.36,USD
LRKKF,LRKKF,2025-07-27,2025-06-30,,USD
LRLCF,LRLCF,2025-07-29,2025-06-30,,USD
LRLCY,LRLCY,2025-07-29,2025-06-30,,USD
LRMR,Larimar Therapeutics Inc,2025-08-05,2025-06-30,-0.4803,USD
LRN,Stride Inc,2025-08-12,2025-06-30,1.76,USD
LRRIF,LRRIF,2025-08-28,2025-06-30,,USD
LSAK,Lesaka Technologies Inc,2025-09-03,2025-06-30,0.05,USD
LSANF,LSANF,2025-08-27,2025-06-30,,USD
LSB,LakeShore Biopharma Co Ltd,2025-08-18,2025-06-30,,CNY
LSBK,Lake Shore Bancorp,2025-07-24,2025-06-30,,USD
LSCC,Lattice Semiconductor Corp,2025-08-04,2025-06-30,0.24,USD
LSDAF,LSDAF,2025-08-07,2025-06-30,4.99,USD
LSEA,Landsea Homes Corporation - Class A,2025-07-31,2025-06-30,-0.0922,USD
LSF,Laird Superfood Inc,2025-08-06,2025-06-30,-0.07,USD
LSIIF,LSIIF,2025-07-24,2025-06-30,,USD
LSLCF,LSLCF,2025-07-21,2025-06-30,,USD
LSPD,Lightspeed Commerce Inc (Sub Voting),2025-07-30,2025-06-30,0.1267,USD
LSPKF,LSPKF,2025-08-14,2025-06-30,-0.04,USD
LSRCF,LSRCF,2025-08-07,2025-06-30,250.49,USD
LSRCY,LSRCY,2025-08-05,2025-06-30,,USD
LSTA,Lisata Therapeutics Inc,2025-08-18,2025-06-30,-0.64,USD
LSTR,Landstar System Inc,2025-07-28,2025-06-30,1.18,USD
LTBR,Lightbridge Corp,2025-07-29,2025-06-30,,USD
LTC,LTC Properties Inc,2025-07-28,2025-06-30,0.4194,USD
LTCH,LITCHFIELD FINANCIAL CORP,2025-08-15,2025-06-30,0,USD
LTH,Life Time Group Holdings Inc,2025-08-05,2025-06-30,0.3233,USD
LTHCF,LTHCF,2025-08-28,2025-06-30,-0.03,USD
LTHIF,LTHIF,2025-08-28,2025-06-30,,USD
LTM,LATAM Airlines Group SA,2025-08-05,2025-06-30,,USD
LTMCF,LTMCF,2025-08-27,2025-06-30,,USD
LTOUF,LTOUF,2025-07-22,2025-06-30,,INR
LTRBF,LTRBF,2025-09-29,2025-06-30,,USD
LTRCF,LTRCF,2025-08-20,2025-06-30,,USD
LTRN,Lantern Pharma Inc,2025-08-06,2025-06-30,-0.53,USD
LTRX,Lantronix Inc,2025-09-10,2025-06-30,0.012,USD
LTSRF,LTSRF,2025-07-29,2025-06-30,,USD
LU,Lufax Holding Ltd,2025-08-26,2025-06-30,1.35,USD
LUCD,Lucid Diagnostics Inc,2025-08-18,2025-06-30,-0.112,USD
LUCK,Lucky Strike Entertainment Corp - Class A,2025-09-03,2025-06-30,,USD
LUCRF,LUCRF,2025-08-08,2025-06-30,-0.02,USD
LUD,Luda Technology Group Ltd,2025-07-18,2025-06-30,,USD
LUFFF,LUFFF,2025-08-28,2025-06-30,,USD
LUGDF,LUGDF,2025-08-07,2025-06-30,0.72,USD
LUKEF,LUKEF,2025-07-14,2025-06-30,,USD
LULU,Lululemon Athletica Inc,2025-08-27,2025-07-31,2.89,USD
LUMN,Lumen Technologies Inc,2025-08-05,2025-06-30,-0.252,USD
LUNA,LUNA,2025-08-08,2025-06-30,0.08,USD
LUNG,Pulmonx Corp,2025-07-29,2025-06-30,-0.3943,USD
LUNMF,LUNMF,2025-08-06,2025-06-30,0.1021,USD
LUNR,Intuitive Machines Inc - Class A,2025-08-19,2025-06-30,0.0079,USD
LUV,Southwest Airlines Company,2025-07-24,2025-06-30,0.51,USD
LUVSF,LUVSF,2025-07-29,2025-06-30,,USD
LVCLF,LVCLF,2025-08-28,2025-06-30,,USD
LVGLF,LVGLF,2025-08-28,2025-06-30,,USD
LVLU,Lulus Fashion Lounge Holdings Inc,2025-08-13,2025-06-30,-0.03,USD
LVMHF,LVMHF,2025-07-24,2025-06-30,,USD
LVMUY,LVMUY,2025-07-24,2025-06-30,3.29,USD
LVO,LiveOne Inc,2025-08-11,2025-06-30,-0.0267,USD
LVS,Las Vegas Sands Corp,2025-07-22,2025-06-30,0.5303,USD
LVTX,LAVA Therapeutics NV,2025-08-26,2025-06-30,-0.3,USD
LVWR,LiveWire Group Inc,2025-07-30,2025-06-30,,USD
LW,Lamb Weston Holdings Inc,2025-07-22,2025-05-31,0.6419,USD
LW,Lamb Weston Holdings Inc,2025-09-28,2025-08-31,0.7666,USD
LWAY,Lifeway Foods Inc,2025-08-18,2025-06-30,0.27,USD
LWLG,Lightwave Logic Inc,2025-08-07,2025-06-30,,USD
LWSCF,LWSCF,2025-08-12,2025-06-30,,USD
LX,LexinFintech Holdings Ltd,2025-08-20,2025-06-30,0,USD
LXENF,LXENF,2025-07-14,2025-05-31,,USD
LXEO,Lexeo Therapeutics Inc,2025-08-18,2025-06-30,-0.91,USD
LXFR,Luxfer Holdings PLC,2025-07-29,2025-06-30,0.26,USD
LXP,LXP Industrial Trust,2025-07-31,2025-06-30,-0.015,USD
LXP-PC,LXP-PC,2025-07-29,2025-06-30,,USD
LXRX,Lexicon Pharmaceuticals Inc,2025-07-31,2025-06-30,-0.0925,USD
LXU,LSB Industries Inc,2025-07-29,2025-06-30,0.1712,USD
LYB,LyondellBasell Industries NV - Class A,2025-07-31,2025-06-30,0.9812,USD
LYEL,Lyell Immunopharma Inc,2025-08-06,2025-06-30,-0.1633,USD
LYFT,Lyft Inc Cls A,2025-08-05,2025-06-30,0.2467,USD
LYG,Lloyds Banking Group plc,2025-07-24,2025-06-30,0.106,USD
LYOPF,LYOPF,2025-08-19,2025-06-30,,USD
LYRA,Lyra Therapeutics Inc,2025-08-12,2025-06-30,-0.165,USD
LYSCF,LYSCF,2025-08-25,2025-06-30,0.0494,USD
LYSDY,LYSDY,2025-08-14,2025-06-30,,USD
LYSFF,LYSFF,2025-08-20,2025-06-30,0.65,USD
LYTS,LSI Industries Inc,2025-08-14,2025-06-30,0.2533,USD
LYV,Live Nation Entertainment Inc,2025-08-05,2025-06-30,1.06,USD
LZ,LegalZoom.com Inc,2025-08-07,2025-06-30,0.1487,USD
LZAGF,LZAGF,2025-07-23,2025-06-30,,USD
LZAGY,LZAGY,2025-07-23,2025-06-30,,USD
LZB,La-Z-Boy Inc,2025-08-18,2025-07-31,0.6033,USD
LZGI,LZGI,2025-07-30,2025-05-31,0,USD
LZM,Lifezone Metals Ltd,2025-08-20,2025-06-30,-0.12,USD
M,Macy`s Inc,2025-08-28,2025-07-31,0.29,USD
MA,Mastercard Incorporated - Class A,2025-08-06,2025-06-30,4.02,USD
MAA,Mid-America Apartment Communities Inc,2025-07-30,2025-06-30,0.85,USD
MAA-PI,MAA-PI,2025-07-29,2025-06-30,,USD
MABHF,MABHF,2025-09-22,2025-06-30,,USD
MAC,Macerich Company,2025-07-30,2025-06-30,-0.076,USD
MADGF,MADGF,2025-08-17,2025-06-30,,USD
MAEOY,MAEOY,2025-07-28,2025-06-30,,USD
MAG,MAG Silver Corp,2025-08-11,2025-06-30,0.2465,USD
MAGMF,MAGMF,2025-08-21,2025-06-30,,USD
MAGN,Magnera Corp,2025-08-07,2025-06-30,0.2,USD
MAHLY,MAHLY,2025-07-30,2025-06-30,,JPY
MAHMF,MAHMF,2025-07-29,2025-06-30,,INR
MAIA,MAIA Biotechnology Inc,2025-08-05,2025-06-30,-0.25,USD
MAIFF,MAIFF,2025-08-28,2025-06-30,,USD
MAIN,Main Street Capital Corporation,2025-07-31,2025-06-30,0.9862,USD
MAKAF,MAKAF,2025-08-26,2025-06-30,,USD
MAKOF,MAKOF,2025-08-11,2025-06-30,,USD
MAKSY,MAKSY,2025-09-03,2025-06-30,0,USD
MALJF,MALJF,2025-08-05,2025-06-30,0.23,USD
MALRF,MALRF,2025-08-27,2025-06-30,,USD
MALRY,MALRY,2025-08-27,2025-06-30,,USD
MAMA,Mama`s Creations Inc,2025-09-16,2025-07-31,0.025,USD
MAMO,Massimo Group,2025-08-12,2025-06-30,,USD
MAMTF,MAMTF,2025-08-14,2025-06-30,0.49,USD
MAN,ManpowerGroup,2025-07-16,2025-06-30,0.68,USD
MANDF,MANDF,2025-08-14,2025-06-30,0.07,USD
MANH,Manhattan Associates Inc,2025-07-21,2025-06-30,1.13,USD
MANU,Manchester United Plc. - Class A,2025-09-09,2025-06-30,,GBP
MAOFF,MAOFF,2025-09-01,2025-06-30,,USD
MAOIF,MAOIF,2025-07-30,2025-06-30,,USD
MAORF,MAORF,2025-07-28,2025-06-30,,USD
MAOTF,MAOTF,2025-07-24,2025-06-30,,USD
MAPGF,MAPGF,2025-07-23,2025-06-30,0.02,SGD
MAPIF,MAPIF,2025-07-28,2025-06-30,0.03,USD
MAPPF,MAPPF,2025-08-22,2025-06-30,,USD
MAPS,WM Technology Inc - Class A,2025-08-06,2025-06-30,0.03,USD
MAQAF,MAQAF,2025-08-27,2025-06-30,,USD
MAR,Marriott International Inc - Class A,2025-08-05,2025-06-30,2.61,USD
MARA,Marathon Digital Holdings Inc,2025-08-06,2025-06-30,-0.2263,USD
MARIF,MARIF,2025-08-13,2025-06-30,-0.02,USD
MARUF,MARUF,2025-07-31,2025-06-30,90.49,JPY
MARUY,MARUY,2025-07-29,2025-06-30,4.77,JPY
MARVF,MARVF,2025-07-14,2025-05-31,,USD
MAS,Masco Corp,2025-07-23,2025-06-30,1.08,USD
MASI,Masimo Corp,2025-08-12,2025-06-30,1.22,USD
MASS,908 Devices Inc,2025-08-12,2025-06-30,-0.165,USD
MAT,Mattel Inc,2025-07-21,2025-06-30,0.2121,USD
MATAF,MATAF,2025-08-28,2025-06-30,,USD
MATEF,MATEF,2025-07-14,2025-06-30,,USD
MATV,Mativ Holdings Inc,2025-08-06,2025-06-30,0.33,USD
MATW,Matthews International Corp - Class A,2025-07-31,2025-06-30,0.255,USD
MATX,Matson Inc,2025-07-30,2025-06-30,1.91,USD
MAURY,MAURY,2025-08-04,2025-06-30,,JPY
MAUSY,MAUSY,2025-07-27,2025-06-30,,JPY
MAUTF,MAUTF,2025-08-21,2025-06-30,-0.02,USD
MAWAF,MAWAF,2025-07-24,2025-06-30,283.73,JPY
MAX,MediaAlpha Inc - Class A,2025-07-29,2025-06-30,0.1613,USD
MAXN,Maxeon Solar Technologies Ltd,2025-08-07,2025-06-30,-2,USD
MAXSF,MAXSF,2025-08-20,2025-06-30,0.04,USD
MAYNF,MAYNF,2025-08-20,2025-06-30,,USD
MBAKF,MBAKF,2025-07-31,2025-06-30,,USD
MBC,MasterBrand Inc,2025-08-06,2025-06-30,0.46,USD
MBCF,MBCF,2025-08-06,2025-06-30,0.05,USD
MBCN,Middlefield Banc Corp,2025-07-22,2025-06-30,0.55,USD
MBFJF,MBFJF,2025-07-31,2025-06-30,34.35,JPY
MBGAF,MBGAF,2025-07-24,2025-06-30,1.93,EUR
MBGNF,MBGNF,2025-08-22,2025-06-30,,USD
MBGYY,MBGYY,2025-07-30,2025-06-30,,USD
MBI,MBIA Inc,2025-08-06,2025-06-30,-0.135,USD
MBIN,Merchants Bancorp,2025-07-28,2025-06-30,1.36,USD
MBINL,MBINL,2025-07-28,2025-06-30,,USD
MBINM,Merchants Bancorp,2025-07-28,2025-06-30,,USD
MBINN,Merchants Bancorp Depositary Shares 6.00 Fixed Rate Series C NonCumulative Perpetual Preferred Stock,2025-07-28,2025-06-30,,USD
MBINO,MBINO,2025-07-28,2025-06-30,,USD
MBLU,MBLU,2025-07-28,2025-06-30,,USD
MBLY,Mobileye Global Inc - Class A,2025-07-30,2025-06-30,0.19,USD
MBOT,Microbot Medical Inc,2025-08-12,2025-06-30,-0.12,USD
MBUU,Malibu Boats Inc - Class A,2025-08-28,2025-06-30,0.4936,USD
MBWM,Mercantile Bank Corp,2025-07-22,2025-06-30,1.25,USD
MBX,MBX Biosciences Inc,2025-09-03,2025-06-30,0,USD
MBXBF,MBXBF,2025-08-13,2025-06-30,,USD
MC,Moelis & Co - Class A,2025-07-22,2025-06-30,0.305,USD
MCARY,MCARY,2025-08-11,2025-06-30,,USD
MCB,Metropolitan Bank Holding Corp,2025-07-17,2025-06-30,1.73,USD
MCBI,MCBI,2025-07-21,2025-06-30,0.69,USD
MCBRF,MCBRF,2025-09-16,2025-06-30,,USD
MCBS,MetroCity Bankshares Inc,2025-07-18,2025-06-30,0.63,USD
MCCHF,MCCHF,2025-08-26,2025-06-30,,USD
MCCRF,MCCRF,2025-08-08,2025-06-30,0.09,USD
MCD,McDonald`s Corp,2025-08-06,2025-06-30,3.14,USD
MCFNF,MCFNF,2025-08-21,2025-06-30,,USD
MCFT,MasterCraft Boat Holdings Inc,2025-08-28,2025-06-30,0.325,USD
MCHHF,MCHHF,2025-08-12,2025-06-30,,USD
MCHP,Microchip Technology Inc,2025-07-30,2025-06-30,0.2257,USD
MCHPP,Microchip Technology Inc,2025-07-30,2025-06-30,,USD
MCHVF,MCHVF,2025-08-08,2025-06-30,,USD
MCHVY,MCHVY,2025-08-06,2025-06-30,,USD
MCHX,Marchex Inc - Class B,2025-07-31,2025-06-30,-0.01,USD
MCK,Mckesson Corporation,2025-08-06,2025-06-30,8.24,USD
MCKRF,MCKRF,2025-08-26,2025-06-30,,USD
MCNCF,MCNCF,2025-07-28,2025-06-30,,USD
MCO,Moody`s Corp,2025-07-21,2025-06-30,3.28,USD
MCRB,Seres Therapeutics Inc,2025-08-05,2025-06-30,-0.089,USD
MCREF,MCREF,2025-08-26,2025-06-30,,USD
MCRI,Monarch Casino & Resort Inc,2025-07-22,2025-06-30,1.18,USD
MCRPF,MCRPF,2025-08-28,2025-06-30,,USD
MCRUF,MCRUF,2025-08-07,2025-06-30,,USD
MCRXF,MCRXF,2025-08-28,2025-06-30,,USD
MCS,Marcus Corp,2025-07-30,2025-06-30,0.225,USD
MCSAP,MCSAP,2025-07-30,2025-06-30,,USD
MCSHF,MCSHF,2025-09-12,2025-07-31,,AUD
MCVEF,MCVEF,2025-07-24,2025-06-30,0.11,USD
MCVEY,MCVEY,2025-07-23,2025-06-30,,EUR
MCW,Mister Car Wash Inc,2025-08-07,2025-06-30,0.1243,USD
MCY,Mercury General Corp,2025-07-29,2025-06-30,1.3,USD
MD,Pediatrix Medical Group Inc,2025-07-31,2025-06-30,0.4245,USD
MDALF,MDALF,2025-08-07,2025-06-30,0.33,USD
MDB,MongoDB Inc - Class A,2025-08-28,2025-07-31,0.66,USD
MDBH,MDB Capital Holdings LLC - Class A,2025-08-12,2025-06-30,,USD
MDBPF,MDBPF,2025-08-27,2025-06-30,,USD
MDCLF,MDCLF,2025-09-12,2025-06-30,,EUR
MDCX,MDCX,2025-08-21,2025-06-30,-0.25,USD
MDDNF,MDDNF,2025-08-27,2025-06-30,,USD
MDDVF,MDDVF,2025-08-25,2025-06-30,,USD
MDEVF,MDEVF,2025-08-28,2025-06-30,,USD
MDEVY,MDEVY,2025-08-31,2025-06-30,,USD
MDGL,Madrigal Pharmaceuticals Inc,2025-08-06,2025-06-30,-3.57,USD
MDIBF,MDIBF,2025-07-31,2025-06-30,0.43,USD
MDIBY,MDIBY,2025-07-29,2025-06-30,,USD
MDIYF,MDIYF,2025-08-05,2025-06-30,0.02,USD
MDLM,MDLM,2025-08-18,2025-06-30,0,USD
MDLYF,MDLYF,2025-08-14,2025-06-30,41.86,USD
MDLZ,Mondelez International Inc - Class A,2025-07-28,2025-06-30,0.6768,USD
MDMXF,MDMXF,2025-07-23,2025-06-30,,USD
MDNDF,MDNDF,2025-08-08,2025-06-30,,USD
MDNGF,MDNGF,2025-08-28,2025-06-30,,USD
MDPEF,MDPEF,2025-08-14,2025-06-30,,USD
MDRNF,MDRNF,2025-07-28,2025-05-31,,USD
MDRSF,MDRSF,2025-08-19,2025-06-30,,USD
MDRX,Veradigm Inc,2025-08-08,2025-06-30,0.07,USD
MDSQF,MDSQF,2025-08-29,2025-06-30,,USD
MDT,Medtronic Plc,2025-08-19,2025-07-31,1.23,USD
MDU,MDU Resources Group Inc,2025-08-07,2025-06-30,0.12,USD
MDV,Modiv Industrial Inc - Class C,2025-08-05,2025-06-30,0.04,USD
MDWD,MediWound Ltd,2025-08-12,2025-06-30,-0.6367,USD
MDXG,Mimedx Group Inc,2025-07-29,2025-06-30,0.054,USD
MDXH,MDxHealth SA,2025-08-14,2025-06-30,-0.1175,USD
MDXHF,MDXHF,2025-08-28,2025-06-30,,USD
MEC,Mayville Engineering Company Inc,2025-08-05,2025-06-30,0.0773,USD
MECGF,MECGF,2025-08-06,2025-06-30,,USD
MED,Medifast Inc,2025-08-11,2025-06-30,-0.07,USD
MEDGF,MEDGF,2025-09-08,2025-06-30,,USD
MEDIF,MEDIF,2025-08-14,2025-06-30,,USD
MEDOF,MEDOF,2025-08-13,2025-06-30,,USD
MEDP,Medpace Holdings Inc,2025-07-21,2025-06-30,2.99,USD
MEEEF,MEEEF,2025-08-29,2025-06-30,,USD
MEG,Montrose Environmental Group Inc,2025-08-12,2025-06-30,-0.175,USD
MEGEF,MEGEF,2025-07-31,2025-06-30,0.26,USD
MEI,Methode Electronics Inc,2025-09-03,2025-07-31,0.0267,USD
MEIUF,MEIUF,2025-08-26,2025-06-30,,USD
MEIYF,MEIYF,2025-07-24,2025-06-30,,USD
MEJHY,MEJHY,2025-08-07,2025-06-30,,USD
MELI,MercadoLibre Inc,2025-07-30,2025-06-30,12.38,USD
MENEF,MENEF,2025-07-31,2025-06-30,,USD
MENXF,MENXF,2025-07-14,2025-06-30,,USD
MEOAF,MEOAF,2025-09-25,2025-06-30,,USD
MEOBF,MEOBF,2025-08-28,2025-06-30,-0.04,USD
MEOH,Methanex Corp,2025-07-30,2025-06-30,0.26,USD
MEPDF,MEPDF,2025-07-31,2025-06-30,42.51,JPY
MEQYF,MEQYF,2025-07-29,2025-06-30,2.18,USD
MERC,Mercer International Inc,2025-07-31,2025-06-30,0.0176,USD
MERVF,MERVF,2025-07-28,2025-06-30,,USD
MESA,Mesa Air Group Inc,2025-08-11,2025-06-30,0,USD
MESO,Mesoblast Ltd,2025-08-27,2025-06-30,-0.4,USD
MET,Metlife Inc,2025-07-29,2025-06-30,2.3,USD
MET-PA,MET-PA,2025-07-29,2025-06-30,,USD
MET-PE,MET-PE,2025-07-29,2025-06-30,,USD
MET-PF,MET-PF,2025-07-29,2025-06-30,,USD
META,Meta Platforms Inc - Class A,2025-07-30,2025-06-30,5.86,USD
MEXGF,MEXGF,2025-07-14,2025-06-30,,USD
MEYYY,MEYYY,2025-07-29,2025-06-30,,USD
MFA,MFA Financial Inc,2025-07-31,2025-06-30,0.2911,USD
MFBP,MFBP,2025-07-31,2025-06-30,,USD
MFC,Manulife Financial Corp,2025-08-06,2025-06-30,0.7054,USD
MFCSF,MFCSF,2025-08-05,2025-06-30,0.28,USD
MFG,Mizuho Financial Group Inc,2025-07-31,2025-06-30,0.11,USD
MFGCF,MFGCF,2025-08-20,2025-06-30,,USD
MFIC,MidCap Financial Investment Corporation,2025-08-11,2025-06-30,0.3768,USD
MFIN,Medallion Financial Corp,2025-07-28,2025-06-30,0.36,USD
MFMLF,MFMLF,2025-08-27,2025-06-30,,USD
MFON,MFON,2025-08-12,2025-06-30,,USD
MFRVF,MFRVF,2025-07-22,2025-06-30,,MXN
MG,Mistras Group Inc,2025-07-29,2025-06-30,0.2367,USD
MGA,Magna International Inc,2025-07-31,2025-06-30,1.13,USD
MGAFF,MGAFF,2025-08-12,2025-06-30,,USD
MGAM,Multimedia Games Holding Company Inc,2025-09-03,2025-06-30,0,USD
MGDDF,MGDDF,2025-07-24,2025-06-30,,USD
MGDDY,MGDDY,2025-07-24,2025-06-30,,USD
MGEE,MGE Energy Inc,2025-07-31,2025-06-30,0.78,USD
MGF,MFS Government Markets Income Trust,2025-07-21,2025-05-31,,USD
MGHCF,MGHCF,2025-08-14,2025-06-30,,USD
MGHTF,MGHTF,2025-08-18,2025-06-30,,USD
MGIC,Magic Software Enterprises Ltd,2025-08-13,2025-06-30,0.26,USD
MGIDD,MGIDD,2025-09-12,2025-08-31,,USD
MGIMF,MGIMF,2025-08-19,2025-06-30,0.07,USD
MGLLF,MGLLF,2025-08-20,2025-06-30,,USD
MGM,MGM Resorts International,2025-07-29,2025-06-30,0.518,USD
MGMNF,MGMNF,2025-08-21,2025-06-30,,USD
MGNI,Magnite Inc,2025-08-06,2025-06-30,0.1663,USD
MGNX,Macrogenics Inc,2025-08-12,2025-06-30,-0.6129,USD
MGPI,MGP Ingredients Inc,2025-07-30,2025-06-30,0.6609,USD
MGPUF,MGPUF,2025-09-03,2025-06-30,,USD
MGRC,McGrath Rentcorp,2025-07-23,2025-06-30,1.23,USD
MGRM,Monogram Orthopaedics Inc,2025-08-13,2025-06-30,-0.11,USD
MGROF,MGROF,2025-08-27,2025-06-30,-0.02,USD
MGRUF,MGRUF,2025-07-30,2025-06-30,,USD
MGTI,MGTI,2025-08-13,2025-06-30,0,USD
MGTX,MeiraGTx Holdings plc,2025-08-07,2025-06-30,-0.4733,USD
MGWFF,MGWFF,2025-08-12,2025-06-30,,CAD
MGX,Metagenomi Inc,2025-08-13,2025-06-30,-0.72,USD
MGY,Magnolia Oil & Gas Corp - Class A,2025-07-29,2025-06-30,0.403,USD
MGYOY,MGYOY,2025-08-08,2025-06-30,0.1524,USD
MGYR,Magyar Bancorp Inc,2025-07-23,2025-06-30,,USD
MHCUF,MHCUF,2025-08-06,2025-06-30,,USD
MHGU,MHGU,2025-08-18,2025-06-30,0.38,USD
MHGUP,MHGUP,2025-08-18,2025-06-30,,USD
MHGVY,MHGVY,2025-08-20,2025-06-30,0.44,USD
MHH,Mastech Digital Inc,2025-08-06,2025-06-30,0.12,USD
MHIFF,MHIFF,2025-08-01,2025-06-30,,USD
MHIVF,MHIVF,2025-08-14,2025-06-30,,USD
MHK,Mohawk Industries Inc,2025-07-23,2025-06-30,2.6,USD
MHO,MI Homes Inc,2025-07-28,2025-06-30,4.42,USD
MHPSY,MHPSY,2025-09-16,2025-06-30,,USD
MHSDF,MHSDF,2025-07-23,2025-06-30,,MXN
MHTCF,MHTCF,2025-09-09,2025-07-31,15.87,USD
MHUA,Meihua International Medical Technologies Co Ltd,2025-09-18,2025-06-30,,USD
MHUBF,MHUBF,2025-09-18,2025-07-31,,USD
MHVIY,MHVIY,2025-08-04,2025-06-30,,USD
MHVYF,MHVYF,2025-08-05,2025-06-30,13.7,USD
MIAPF,MIAPF,2025-08-13,2025-06-30,,USD
MIDD,Middleby Corp,2025-07-30,2025-06-30,2.32,USD
MIDLF,MIDLF,2025-08-14,2025-06-30,,USD
MIELF,MIELF,2025-07-31,2025-06-30,30.68,JPY
MIELY,MIELY,2025-07-31,2025-06-30,0.4077,JPY
MIESF,MIESF,2025-08-07,2025-06-30,,USD
MIESY,MIESY,2025-08-06,2025-06-30,,USD
MILGF,MILGF,2025-07-31,2025-06-30,,JPY
MIMDF,MIMDF,2025-08-27,2025-06-30,,USD
MIMTF,MIMTF,2025-08-07,2025-06-30,57.58,JPY
MINBY,MINBY,2025-07-31,2025-06-30,,USD
MINOF,MINOF,2025-08-05,2025-06-30,0.6,USD
MIOFF,MIOFF,2025-08-08,2025-06-30,,USD
MIPCF,MIPCF,2025-08-04,2025-06-30,,THB
MIR,Mirion Technologies Inc - Class A,2025-07-31,2025-06-30,0.1,USD
MIRA,Mira Pharmaceuticals Inc,2025-09-03,2025-06-30,-0.1,USD
